step,hour,txn_type,amount,name_orig,old_balance_orig,new_balance_orig,name_dest,old_balance_dest,new_balance_dest,balance_diff_orig,balance_diff_dest,amount_to_balance_ratio,dest_balance_zeroed,night_txn_flag,weekend_flag,round_amount_flag,is_fraud
514,10,CASH_OUT,25592.17,C2792826,109536.75,83944.58,C6299545,64281.29,89873.46,25592.17,25592.17,0.2336,0,0,0,0,0
282,18,TRANSFER,6924.34,C8570437,3096.29,0.0,C4250322,13766.6,20690.94,3096.29,6924.34,2.2363,0,0,0,0,0
423,15,DEBIT,150.69,C3169807,63557.18,63406.49,C8477292,7605.96,7756.65,150.69,150.69,0.0024,0,0,0,0,0
329,17,PAYMENT,15841.73,C1484649,42161.04,26319.31,C6296557,5827.09,21668.82,15841.73,15841.73,0.3757,0,0,1,0,0
272,8,PAYMENT,600.09,C5553630,28085.05,27484.96,C5634956,16120.61,16720.7,600.09,600.09,0.0214,0,0,0,0,0
414,6,CASH_OUT,5258.89,C8269487,22701.93,17443.04,C9017778,30446.52,35705.41,5258.89,5258.89,0.2316,0,0,0,0,0
55,7,TRANSFER,37246.76,C5047868,5691.96,0.0,C2827668,4537.94,41784.7,5691.96,37246.76,6.5437,0,0,0,0,0
680,8,TRANSFER,34954.9,C3051430,19321.34,0.0,C2272484,49357.14,84312.04,19321.34,34954.9,1.8091,0,0,0,0,0
570,18,DEBIT,2824.07,C1914361,249.04,0.0,C4363329,7808.18,10632.25,249.04,2824.07,11.3398,0,0,0,0,0
23,23,PAYMENT,5927.69,C2505421,24051.35,18123.66,C5225878,21054.61,26982.3,5927.69,5927.69,0.2465,0,1,0,0,0
125,5,CASH_IN,15331.59,C2735078,6157.26,21488.85,C4865133,100890.84,116222.43,-15331.59,15331.59,2.49,0,1,1,0,0
337,1,PAYMENT,852.14,C7484248,117345.04,116492.9,C6805168,124855.76,125707.9,852.14,852.14,0.0073,0,1,0,0,0
84,12,CASH_OUT,11313.92,C1083475,122142.97,110829.05,C3036653,1595.05,12908.97,11313.92,11313.92,0.0926,0,0,0,0,0
40,16,DEBIT,484.78,C1140395,4675.34,4190.56,C8782337,23733.27,24218.05,484.78,484.78,0.1037,0,0,0,0,0
98,2,TRANSFER,2507.0,C7554626,9483.56,6976.56,C5532025,9363.65,11870.65,2507.0,2507.0,0.2644,0,1,0,0,0
686,14,CASH_IN,25674.24,C7942611,16039.64,41713.88,C9531775,17746.87,43421.11,-25674.24,25674.24,1.6007,0,0,0,0,0
542,14,TRANSFER,68710.54,C2813218,214724.6,146014.06,C1854900,15976.58,84687.12,68710.54,68710.54,0.32,0,0,0,0,0
29,5,PAYMENT,2071.5,C2945673,4350.2,2278.7,C4674385,14352.93,16424.43,2071.5,2071.5,0.4762,0,1,0,0,0
213,21,DEBIT,2567.1,C6121238,261812.28,259245.18,C1771545,12787.02,15354.12,2567.1,2567.1,0.0098,0,0,0,0,0
370,10,TRANSFER,18242.78,C9496513,19653.15,1410.37,C6320081,23014.69,0.0,18242.78,-23014.69,0.9282,1,0,0,0,1
467,11,CASH_IN,10229.47,C5878133,995.05,11224.52,C6165351,38576.75,48806.22,-10229.47,10229.47,10.2804,0,0,1,0,0
93,21,PAYMENT,635.53,C7471181,25160.38,24524.85,C7596797,1812.2,2447.73,635.53,635.53,0.0253,0,0,0,0,0
137,17,CASH_OUT,2488.82,C6807660,4627.79,2138.97,C2906084,8710.47,11199.29,2488.82,2488.82,0.5378,0,0,1,0,0
573,21,TRANSFER,16135.66,C5998715,17757.54,1621.88,C6900209,22870.51,39006.17,16135.66,16135.66,0.9087,0,0,0,0,0
53,5,PAYMENT,1885.64,C3548622,7831.68,5946.04,C6382856,18829.47,20715.11,1885.64,1885.64,0.2408,0,1,0,0,0
689,17,PAYMENT,435.32,C9162023,21542.21,21106.89,C9903506,930.51,1365.83,435.32,435.32,0.0202,0,0,0,0,0
234,18,PAYMENT,2369.23,C5383742,27836.94,25467.71,C9949842,21172.4,23541.63,2369.23,2369.23,0.0851,0,0,0,0,0
208,16,TRANSFER,1935.36,C1020330,2076.75,141.39,C9375427,66020.1,67955.46,1935.36,1935.36,0.9319,0,0,0,0,0
102,6,CASH_IN,67078.19,C4696905,14235.4,81313.59,C6277052,52447.75,119525.94,-67078.19,67078.19,4.7121,0,0,0,0,0
587,11,CASH_OUT,867.97,C2856850,4268.14,3400.17,C1954160,60409.25,61277.22,867.97,867.97,0.2034,0,0,0,0,0
585,9,CASH_IN,28411.9,C9907168,1055.02,29466.92,C3351389,5435.42,33847.32,-28411.9,28411.9,26.9302,0,0,0,0,0
530,2,DEBIT,543.64,C8953571,136676.53,136132.89,C8941956,1175.98,1719.62,543.64,543.64,0.004,0,1,0,0,0
184,16,CASH_IN,35048.39,C8771826,6668.72,41717.11,C2869595,2835.88,37884.27,-35048.39,35048.39,5.2556,0,0,0,0,0
232,16,CASH_IN,1559.54,C7560919,154319.35,155878.89,C1829647,8154.08,9713.62,-1559.54,1559.54,0.0101,0,0,0,0,0
208,16,PAYMENT,8022.29,C6327560,172431.74,164409.45,C9138688,9691.82,17714.11,8022.29,8022.29,0.0465,0,0,0,0,0
308,20,CASH_OUT,3935.95,C4148509,82675.24,78739.29,C7431920,10817.18,14753.13,3935.95,3935.95,0.0476,0,0,1,0,0
204,12,CASH_OUT,3782.28,C8028056,14344.57,10562.29,C4541066,110560.42,114342.7,3782.28,3782.28,0.2637,0,0,0,0,0
124,4,TRANSFER,79519.84,C3349790,7717.91,0.0,C6734223,10829.66,90349.5,7717.91,79519.84,10.3033,0,1,1,0,0
604,4,CASH_OUT,4804.03,C1718045,8995.33,4191.3,C2276836,4493.13,9297.16,4804.03,4804.03,0.5341,0,1,0,0,0
647,23,PAYMENT,4797.71,C5603618,15494.07,10696.36,C5400034,5770.17,10567.88,4797.71,4797.71,0.3096,0,1,1,0,0
125,5,CASH_OUT,15261.99,C6214771,6708.31,0.0,C6349482,1899.67,17161.66,6708.31,15261.99,2.2751,0,1,1,0,0
49,1,TRANSFER,14739.1,C7256507,56085.86,41346.76,C3307139,64143.66,78882.76,14739.1,14739.1,0.2628,0,1,0,0,0
271,7,DEBIT,4192.8,C2348228,8789.71,4596.91,C6959584,40753.57,44946.37,4192.8,4192.8,0.477,0,0,0,0,0
576,0,CASH_IN,4017.13,C9037183,7409.01,11426.14,C5238871,15340.4,19357.53,-4017.13,4017.13,0.5422,0,1,0,0,0
323,11,CASH_IN,9921.37,C3800497,20543.72,30465.09,C5215879,4289.72,14211.09,-9921.37,9921.37,0.4829,0,0,1,0,0
400,16,TRANSFER,15096.29,C9160230,11347.61,0.0,C1222380,8477.56,23573.85,11347.61,15096.29,1.3303,0,0,0,0,0
193,1,PAYMENT,3163.75,C8678335,37244.32,34080.57,C9819809,35710.03,38873.78,3163.75,3163.75,0.0849,0,1,0,0,0
295,7,CASH_IN,4139.25,C6621342,7469.31,11608.56,C6351888,114355.66,118494.91,-4139.25,4139.25,0.5542,0,0,1,0,0
402,18,CASH_OUT,1629.3,C4474276,3028.94,1399.64,C5175982,12522.49,14151.79,1629.3,1629.3,0.5379,0,0,0,0,0
139,19,PAYMENT,1097.64,C9480638,1554.9,457.26,C9317807,40405.66,41503.3,1097.64,1097.64,0.7059,0,0,1,0,0
685,13,PAYMENT,3164.17,C1814131,7412.79,4248.62,C1436650,1565.83,4730.0,3164.17,3164.17,0.4269,0,0,0,0,0
385,1,TRANSFER,61018.99,C7567400,9146.54,0.0,C3625505,3881.58,64900.57,9146.54,61018.99,6.6713,0,1,0,0,0
228,12,CASH_OUT,7470.34,C6592290,3525.02,0.0,C7642167,1800.73,9271.07,3525.02,7470.34,2.1192,0,0,0,0,0
634,10,CASH_IN,5737.49,C7687514,13724.44,19461.93,C6470158,15815.43,21552.92,-5737.49,5737.49,0.418,0,0,1,0,0
464,8,DEBIT,634.78,C5637804,46063.43,45428.65,C1798759,10025.36,10660.14,634.78,634.78,0.0138,0,0,1,0,0
371,11,PAYMENT,1105.27,C7460187,8928.97,7823.7,C1109405,24550.04,25655.31,1105.27,1105.27,0.1238,0,0,0,0,0
158,14,PAYMENT,4848.12,C5457838,56148.41,51300.29,C6670062,2250.57,7098.69,4848.12,4848.12,0.0863,0,0,1,0,0
230,14,DEBIT,2175.85,C6602956,22515.85,20340.0,C1806535,14651.89,16827.74,2175.85,2175.85,0.0966,0,0,0,0,0
501,21,PAYMENT,6090.47,C5818763,22541.05,16450.58,C2297040,13196.38,19286.85,6090.47,6090.47,0.2702,0,0,1,0,0
301,13,CASH_OUT,3022.54,C8352333,43296.12,40273.58,C9441226,83319.8,86342.34,3022.54,3022.54,0.0698,0,0,1,0,0
300,12,CASH_OUT,2852.53,C5678737,281042.45,278189.92,C7626233,7080.87,9933.4,2852.53,2852.53,0.0101,0,0,1,0,0
312,0,DEBIT,2966.46,C3249217,28897.5,25931.04,C1171760,17904.97,20871.43,2966.46,2966.46,0.1027,0,1,1,0,0
357,21,PAYMENT,4236.5,C7615450,42394.2,38157.7,C6195279,2029.17,6265.67,4236.5,4236.5,0.0999,0,0,0,0,0
7,7,TRANSFER,18885.92,C9448949,9999.82,0.0,C4252376,54571.72,73457.64,9999.82,18885.92,1.8886,0,0,0,0,0
302,14,PAYMENT,552.63,C2843524,62064.36,61511.73,C9669454,1468.25,2020.88,552.63,552.63,0.0089,0,0,1,0,0
231,15,CASH_OUT,43222.78,C8214126,12172.12,0.0,C1651465,30789.87,74012.65,12172.12,43222.78,3.551,0,0,0,0,0
48,0,CASH_IN,16803.83,C8872570,1846.52,18650.35,C2544619,10798.22,27602.05,-16803.83,16803.83,9.1003,0,1,0,0,0
438,6,CASH_OUT,6274.69,C4886433,66426.77,60152.08,C9572333,4430.77,10705.46,6274.69,6274.69,0.0945,0,0,0,0,0
381,21,CASH_OUT,20639.25,C9766269,30056.88,9417.63,C2590027,1303.43,0.0,20639.25,-1303.43,0.6867,1,0,0,0,1
334,22,CASH_IN,8400.98,C5395946,201213.31,209614.29,C9403291,11940.27,20341.25,-8400.98,8400.98,0.0418,0,1,1,0,0
321,9,PAYMENT,1675.76,C4249590,31084.94,29409.18,C9892076,6841.96,8517.72,1675.76,1675.76,0.0539,0,0,1,0,0
435,3,CASH_OUT,10868.43,C4939357,7959.41,0.0,C3217082,2653.29,13521.72,7959.41,10868.43,1.3655,0,1,0,0,0
11,11,PAYMENT,3102.39,C9140008,260658.42,257556.03,C5382277,38736.88,41839.27,3102.39,3102.39,0.0119,0,0,0,0,0
560,8,TRANSFER,11798.28,C2342718,1134.34,0.0,C4635903,19373.83,31172.11,1134.34,11798.28,10.401,0,0,0,0,0
55,7,DEBIT,560.9,C3495199,9117.58,8556.68,C6959192,25828.41,26389.31,560.9,560.9,0.0615,0,0,0,0,0
286,22,PAYMENT,1424.83,C5638726,177488.3,176063.47,C2733878,20420.64,21845.47,1424.83,1424.83,0.008,0,1,0,0,0
616,16,TRANSFER,3563.09,C5569398,10408.94,6845.85,C8766475,8261.82,11824.91,3563.09,3563.09,0.3423,0,0,0,0,0
583,7,CASH_IN,48980.61,C4845700,20395.23,69375.84,C3404769,4947.81,53928.42,-48980.61,48980.61,2.4016,0,0,0,0,0
532,4,CASH_OUT,1432.38,C3117535,19000.71,17568.33,C2450878,241438.06,242870.44,1432.38,1432.38,0.0754,0,1,0,0,0
547,19,DEBIT,1124.89,C5484260,10296.44,9171.55,C2515915,61704.31,62829.2,1124.89,1124.89,0.1093,0,0,0,0,0
286,22,CASH_IN,4729.0,C2091718,36876.82,41605.82,C3929538,5451.78,10180.78,-4729.0,4729.0,0.1282,0,1,0,0,0
295,7,DEBIT,6190.16,C6961044,72727.39,66537.23,C4036657,4502.27,10692.43,6190.16,6190.16,0.0851,0,0,1,0,0
394,10,TRANSFER,13706.48,C9766069,46243.78,32537.3,C9572400,5815.3,19521.78,13706.48,13706.48,0.2964,0,0,0,0,0
441,9,PAYMENT,3784.9,C4634484,39328.59,35543.69,C9231399,1162.79,4947.69,3784.9,3784.9,0.0962,0,0,0,0,0
165,21,DEBIT,1009.03,C7221248,16409.5,15400.47,C4046973,3931.58,4940.61,1009.03,1009.03,0.0615,0,0,1,0,0
569,17,CASH_OUT,10632.19,C1070560,62425.27,51793.08,C1858457,21508.18,32140.37,10632.19,10632.19,0.1703,0,0,0,0,0
313,1,CASH_OUT,9805.77,C1942821,593482.12,583676.35,C6119198,10743.97,20549.74,9805.77,9805.77,0.0165,0,1,1,0,0
35,11,CASH_IN,2696.17,C4387258,35298.5,37994.67,C3284145,57452.86,60149.03,-2696.17,2696.17,0.0764,0,0,0,0,0
532,4,CASH_IN,19132.37,C6679608,6316.14,25448.51,C4317307,9345.86,28478.23,-19132.37,19132.37,3.0291,0,1,0,0,0
544,16,CASH_IN,67287.66,C2297996,40876.88,108164.54,C5207451,48082.25,115369.91,-67287.66,67287.66,1.6461,0,0,0,0,0
95,23,PAYMENT,254.62,C5596958,32111.24,31856.62,C8136092,4403.31,4657.93,254.62,254.62,0.0079,0,1,0,0,0
365,5,CASH_OUT,6653.95,C7218515,162599.79,155945.84,C8994583,3249.3,9903.25,6653.95,6653.95,0.0409,0,1,0,0,0
166,22,CASH_IN,10260.89,C7047904,201360.54,211621.43,C6203053,19610.2,29871.09,-10260.89,10260.89,0.051,0,1,1,0,0
574,22,CASH_IN,2529.21,C7200397,54781.45,57310.66,C1926079,21943.22,24472.43,-2529.21,2529.21,0.0462,0,1,0,0,0
553,1,TRANSFER,11181.54,C7500468,15592.35,4410.81,C9773200,13131.41,24312.95,11181.54,11181.54,0.7171,0,1,0,0,0
78,6,DEBIT,7432.04,C6095737,196703.33,189271.29,C6192317,5248.48,12680.52,7432.04,7432.04,0.0378,0,0,0,0,0
434,2,DEBIT,1039.71,C3976153,19089.13,18049.42,C7483421,22442.01,23481.72,1039.71,1039.71,0.0545,0,1,0,0,0
464,8,CASH_OUT,2946.47,C7380240,33703.63,30757.16,C3843573,7081.89,10028.36,2946.47,2946.47,0.0874,0,0,1,0,0
628,4,CASH_OUT,6642.25,C5922155,43576.68,36934.43,C4999310,4193.59,10835.84,6642.25,6642.25,0.1524,0,1,1,0,0
172,4,TRANSFER,2664.82,C4559702,29347.89,26683.07,C3004314,2035.6,4700.42,2664.82,2664.82,0.0908,0,1,0,0,0
213,21,TRANSFER,27655.3,C6975649,117935.5,90280.2,C5409136,9505.24,37160.54,27655.3,27655.3,0.2345,0,0,0,0,0
385,1,DEBIT,7444.79,C4696275,13230.71,5785.92,C2045498,5898.73,13343.52,7444.79,7444.79,0.5627,0,1,0,0,0
474,18,CASH_IN,5344.8,C7575107,18354.19,23698.99,C5986122,1993.7,7338.5,-5344.8,5344.8,0.2912,0,0,1,0,0
356,20,CASH_OUT,12627.86,C9438081,3815.31,0.0,C9536542,71182.81,83810.67,3815.31,12627.86,3.3098,0,0,0,0,0
28,4,CASH_IN,4974.03,C5297952,18441.99,23416.02,C3176959,3485.47,8459.5,-4974.03,4974.03,0.2697,0,1,0,0,0
198,6,DEBIT,11904.67,C1962239,585512.5,573607.83,C2229847,4167.52,16072.19,11904.67,11904.67,0.0203,0,0,0,0,0
32,8,TRANSFER,33277.35,C4976759,1084.73,0.0,C1788867,11102.29,44379.64,1084.73,33277.35,30.678,0,0,0,0,0
566,14,DEBIT,1099.57,C6156751,41429.74,40330.17,C2554733,1342.31,2441.88,1099.57,1099.57,0.0265,0,0,0,0,0
352,16,DEBIT,1166.0,C6039800,37347.78,36181.78,C8050000,1096.39,2262.39,1166.0,1166.0,0.0312,0,0,0,0,0
575,23,DEBIT,3290.0,C7269605,10109.34,6819.34,C3338699,39403.41,42693.41,3290.0,3290.0,0.3254,0,1,0,0,0
607,7,TRANSFER,97902.35,C6575140,10169.2,0.0,C8737119,5358.66,103261.01,10169.2,97902.35,9.6273,0,0,0,0,0
466,10,CASH_OUT,1408.09,C1497410,13849.93,12441.84,C9578711,882.95,2291.04,1408.09,1408.09,0.1017,0,0,1,0,0
156,12,PAYMENT,955.12,C2905891,34244.15,33289.03,C6559672,2980.52,3935.64,955.12,955.12,0.0279,0,0,1,0,0
505,1,CASH_IN,18353.98,C1339954,89768.71,108122.69,C5271860,20813.67,39167.65,-18353.98,18353.98,0.2045,0,1,0,0,0
479,23,CASH_IN,53728.57,C6567320,27007.71,80736.28,C2058887,448517.64,502246.21,-53728.57,53728.57,1.9894,0,1,1,0,0
196,4,DEBIT,3300.7,C4244463,19903.53,16602.83,C3092875,3941.7,7242.4,3300.7,3300.7,0.1658,0,1,0,0,0
362,2,TRANSFER,691.56,C9557751,42571.24,41879.68,C6098216,5063.44,5755.0,691.56,691.56,0.0162,0,1,0,0,0
483,3,PAYMENT,920.56,C9196177,2479.48,1558.92,C4894508,12795.59,13716.15,920.56,920.56,0.3713,0,1,1,0,0
92,20,TRANSFER,7077.57,C5869811,28483.23,21405.66,C9253738,15621.36,22698.93,7077.57,7077.57,0.2485,0,0,0,0,0
493,13,DEBIT,13665.04,C4146374,14284.44,619.4,C4154390,5105.52,18770.56,13665.04,13665.04,0.9566,0,0,1,0,0
225,9,CASH_IN,21993.47,C1833035,9889.68,31883.15,C9418145,14907.34,36900.81,-21993.47,21993.47,2.2239,0,0,0,0,0
630,6,CASH_IN,45333.19,C2681154,10866.22,56199.41,C5892660,8674.56,54007.75,-45333.19,45333.19,4.1719,0,0,1,0,0
207,15,DEBIT,7841.38,C6828682,44242.52,36401.14,C3834481,449.32,8290.7,7841.38,7841.38,0.1772,0,0,0,0,0
541,13,PAYMENT,638.79,C8454681,93955.08,93316.29,C9136597,2482.42,3121.21,638.79,638.79,0.0068,0,0,0,0,0
257,17,DEBIT,1932.03,C7829633,62992.6,61060.57,C7917165,13627.04,15559.07,1932.03,1932.03,0.0307,0,0,0,0,0
35,11,CASH_OUT,204.41,C9085331,72251.68,72047.27,C1806792,1112.24,1316.65,204.41,204.41,0.0028,0,0,0,0,0
217,1,DEBIT,1315.87,C1570983,18039.54,16723.67,C1764339,16295.34,17611.21,1315.87,1315.87,0.0729,0,1,0,0,0
267,3,CASH_OUT,2103.54,C7897130,3658.49,1554.95,C7208910,23669.44,25772.98,2103.54,2103.54,0.575,0,1,0,0,0
341,5,CASH_OUT,2866.68,C6895496,30207.3,27340.62,C2261031,8226.12,11092.8,2866.68,2866.68,0.0949,0,1,0,0,0
157,13,DEBIT,2733.82,C9934648,38796.45,36062.63,C8690633,1863.52,4597.34,2733.82,2733.82,0.0705,0,0,1,0,0
625,1,DEBIT,1633.01,C8163266,1043.34,0.0,C5625548,8684.18,10317.19,1043.34,1633.01,1.5652,0,1,1,0,0
312,0,PAYMENT,1174.43,C9312213,24281.94,23107.51,C1874330,17588.78,18763.21,1174.43,1174.43,0.0484,0,1,1,0,0
598,22,CASH_IN,6350.98,C9830839,2790.33,9141.31,C7061316,1668.94,8019.92,-6350.98,6350.98,2.2761,0,1,0,0,0
353,17,PAYMENT,9255.56,C7529212,106528.69,97273.13,C2244281,13240.05,22495.61,9255.56,9255.56,0.0869,0,0,0,0,0
249,9,CASH_IN,5788.16,C8302951,179691.35,185479.51,C5414316,9643.83,15431.99,-5788.16,5788.16,0.0322,0,0,0,0,0
413,5,PAYMENT,2387.59,C1621744,249478.93,247091.34,C9363813,9732.14,12119.73,2387.59,2387.59,0.0096,0,1,0,0,0
675,3,CASH_IN,5306.27,C5905399,6308.13,11614.4,C9677772,17515.77,22822.04,-5306.27,5306.27,0.8412,0,1,0,0,0
366,6,TRANSFER,7825.04,C6413347,2369.62,0.0,C8703703,5066.96,12892.0,2369.62,7825.04,3.3022,0,0,0,0,0
322,10,CASH_OUT,17445.59,C3593334,55303.29,37857.7,C7486042,5082.5,22528.09,17445.59,17445.59,0.3155,0,0,1,0,0
84,12,PAYMENT,2439.73,C9836333,38328.87,35889.14,C7922995,9898.49,12338.22,2439.73,2439.73,0.0637,0,0,0,0,0
21,21,DEBIT,8076.13,C1592091,10259.53,2183.4,C8266691,14648.49,22724.62,8076.13,8076.13,0.7872,0,0,0,0,0
519,15,PAYMENT,26907.46,C1657482,21851.35,0.0,C7987670,825.17,27732.63,21851.35,26907.46,1.2314,0,0,0,0,0
500,20,DEBIT,584.3,C1226909,628742.13,628157.83,C9625481,1617.05,2201.35,584.3,584.3,0.0009,0,0,1,0,0
674,2,TRANSFER,31087.43,C1033265,12769.31,0.0,C9333754,282.9,31370.33,12769.31,31087.43,2.4345,0,1,0,0,0
560,8,PAYMENT,1431.27,C1545977,28416.58,26985.31,C7210705,13763.35,15194.62,1431.27,1431.27,0.0504,0,0,0,0,0
366,6,TRANSFER,96578.51,C4872522,36079.81,0.0,C9427133,458.34,97036.85,36079.81,96578.51,2.6768,0,0,0,0,0
208,16,DEBIT,1642.51,C6373717,180285.1,178642.59,C9161787,953.73,2596.24,1642.51,1642.51,0.0091,0,0,0,0,0
84,12,CASH_IN,19270.66,C1494760,949.8,20220.46,C4162747,3474.76,22745.42,-19270.66,19270.66,20.2892,0,0,0,0,0
339,3,DEBIT,6930.12,C1560122,3476.81,0.0,C3532018,28860.53,35790.65,3476.81,6930.12,1.9932,0,1,0,0,0
463,7,DEBIT,7301.74,C3640404,266168.81,258867.07,C4940203,2727.12,10028.86,7301.74,7301.74,0.0274,0,0,1,0,0
276,12,TRANSFER,484788.85,C5952161,610500.85,125712.0,C3874680,8171.61,0.0,484788.85,-8171.61,0.7941,1,0,0,0,1
216,0,PAYMENT,6146.35,C1153254,88531.5,82385.15,C9527530,8529.29,14675.64,6146.35,6146.35,0.0694,0,1,0,0,0
85,13,DEBIT,1935.05,C8247880,3833.25,1898.2,C1058845,2548.15,4483.2,1935.05,1935.05,0.5048,0,0,0,0,0
223,7,TRANSFER,30017.24,C4040716,101345.94,71328.7,C6113957,777.83,30795.07,30017.24,30017.24,0.2962,0,0,0,0,0
174,6,CASH_IN,10788.21,C6372421,33297.28,44085.49,C6890396,4452.8,15241.01,-10788.21,10788.21,0.324,0,0,0,0,0
675,3,TRANSFER,47905.63,C7382802,4341.04,0.0,C9975806,6863.48,54769.11,4341.04,47905.63,11.0355,0,1,0,0,0
415,7,DEBIT,1668.59,C5252006,7778.05,6109.46,C6325992,1569.86,3238.45,1668.59,1668.59,0.2145,0,0,0,0,0
612,12,PAYMENT,3884.75,C8500673,43694.8,39810.05,C3604161,14034.66,17919.41,3884.75,3884.75,0.0889,0,0,0,0,0
196,4,CASH_OUT,4545.86,C3658311,292673.56,288127.7,C1106109,2880.84,7426.7,4545.86,4545.86,0.0155,0,1,0,0,0
416,8,CASH_OUT,40145.37,C1097898,12424.91,0.0,C4985168,20277.43,60422.8,12424.91,40145.37,3.231,0,0,0,0,0
284,20,CASH_OUT,4943.78,C5726312,35294.64,30350.86,C2963824,17624.11,22567.89,4943.78,4943.78,0.1401,0,0,0,0,0
310,22,CASH_IN,1746.48,C8159175,9161.62,10908.1,C7405397,1474.94,3221.42,-1746.48,1746.48,0.1906,0,1,1,0,0
272,8,PAYMENT,2354.32,C9950415,1511.91,0.0,C5132227,9146.54,11500.86,1511.91,2354.32,1.5572,0,0,0,0,0
179,11,TRANSFER,3401.24,C1455226,3594.89,193.65,C8108990,1406.64,4807.88,3401.24,3401.24,0.9461,0,0,0,0,0
142,22,DEBIT,4109.49,C6561256,7884.3,3774.81,C1905875,5821.63,9931.12,4109.49,4109.49,0.5212,0,1,1,0,0
442,10,TRANSFER,12694.46,C7889618,64601.9,51907.44,C5049514,46047.97,58742.43,12694.46,12694.46,0.1965,0,0,0,0,0
106,10,TRANSFER,6012.83,C5365435,34019.27,28006.44,C8594792,1599.39,7612.22,6012.83,6012.83,0.1767,0,0,0,0,0
502,22,DEBIT,2103.1,C1324843,19023.58,16920.48,C4801667,14564.66,16667.76,2103.1,2103.1,0.1106,0,1,1,0,0
542,14,DEBIT,8845.35,C2546511,51736.87,42891.52,C6750605,22287.21,31132.56,8845.35,8845.35,0.171,0,0,0,0,0
175,7,PAYMENT,1259.67,C8099654,2051.85,792.18,C8580610,13192.4,14452.07,1259.67,1259.67,0.6139,0,0,0,0,0
273,9,PAYMENT,2551.95,C4549352,115459.02,112907.07,C3810950,6707.99,9259.94,2551.95,2551.95,0.0221,0,0,0,0,0
535,7,CASH_OUT,8584.41,C8158793,28538.33,19953.92,C9907386,5669.07,14253.48,8584.41,8584.41,0.3008,0,0,0,0,0
242,2,CASH_OUT,11121.01,C7419397,402534.97,391413.96,C7948957,13772.58,24893.59,11121.01,11121.01,0.0276,0,1,0,0,0
688,16,PAYMENT,3623.18,C6963225,155129.93,151506.75,C8244934,51257.36,54880.54,3623.18,3623.18,0.0234,0,0,0,0,0
685,13,TRANSFER,26944.27,C5947754,19558.08,0.0,C2394814,3060.53,30004.8,19558.08,26944.27,1.3777,0,0,0,0,0
455,23,PAYMENT,1152.33,C4927541,6503.58,5351.25,C2480879,142914.09,144066.42,1152.33,1152.33,0.1772,0,1,0,0,0
264,0,PAYMENT,1270.52,C7583374,13714.07,12443.55,C5996993,7424.97,8695.49,1270.52,1270.52,0.0926,0,1,0,0,0
528,0,CASH_IN,3308.96,C4907304,8019.89,11328.85,C2707430,14331.31,17640.27,-3308.96,3308.96,0.4126,0,1,0,0,0
36,12,DEBIT,22768.2,C7595890,52944.84,30176.64,C9459974,3663.42,26431.62,22768.2,22768.2,0.43,0,0,0,0,0
233,17,CASH_IN,24316.23,C2967416,48109.25,72425.48,C6145337,2414.15,26730.38,-24316.23,24316.23,0.5054,0,0,0,0,0
31,7,CASH_OUT,10999.66,C3212026,30058.23,19058.57,C6990073,4190.23,15189.89,10999.66,10999.66,0.3659,0,0,0,0,0
38,14,TRANSFER,25211.65,C5761766,229048.83,203837.18,C3266761,4107.33,29318.98,25211.65,25211.65,0.1101,0,0,0,0,0
399,15,PAYMENT,3372.44,C9462198,3515.36,142.92,C4371412,7724.51,11096.95,3372.44,3372.44,0.9593,0,0,0,0,0
48,0,DEBIT,550.11,C3674026,169723.49,169173.38,C8373611,225.29,775.4,550.11,550.11,0.0032,0,1,0,0,0
19,19,TRANSFER,43420.34,C2467745,4296.31,0.0,C1154308,9746.44,53166.78,4296.31,43420.34,10.1064,0,0,0,0,0
635,11,DEBIT,3785.82,C7623490,22450.96,18665.14,C9305617,25107.87,28893.69,3785.82,3785.82,0.1686,0,0,1,0,0
622,22,TRANSFER,6498.9,C9527699,297430.78,290931.88,C8417585,4014.48,10513.38,6498.9,6498.9,0.0219,0,1,0,0,0
34,10,DEBIT,1042.14,C6904244,28218.51,27176.37,C4235082,371073.77,372115.91,1042.14,1042.14,0.0369,0,0,0,0,0
296,8,PAYMENT,752.15,C2069043,43245.79,42493.64,C3077680,15406.42,16158.57,752.15,752.15,0.0174,0,0,1,0,0
648,0,CASH_OUT,8064.53,C9467771,810.33,0.0,C2230627,20723.05,28787.58,810.33,8064.53,9.9522,0,1,1,0,0
679,7,PAYMENT,1474.38,C2371149,81167.83,79693.45,C9739739,17961.23,19435.61,1474.38,1474.38,0.0182,0,0,0,0,0
598,22,PAYMENT,1187.52,C3048442,2519.9,1332.38,C5088190,2974.06,4161.58,1187.52,1187.52,0.4713,0,1,0,0,0
571,19,CASH_OUT,3028.23,C3574653,1152.53,0.0,C2115498,31381.89,34410.12,1152.53,3028.23,2.6275,0,0,0,0,0
317,5,PAYMENT,1651.36,C5565416,3976.21,2324.85,C2672313,53187.31,54838.67,1651.36,1651.36,0.4153,0,1,1,0,0
464,8,PAYMENT,5570.69,C9336540,65316.81,59746.12,C5161477,9804.39,15375.08,5570.69,5570.69,0.0853,0,0,1,0,0
240,0,TRANSFER,57159.5,C2426584,66033.68,8874.18,C2540325,2286.52,59446.02,57159.5,57159.5,0.8656,0,1,0,0,0
